ref_erp,sku_amazon,asin,ean_amazon,ean_erp,ean_final,origen_ean,metodo_match,sku_coincide,ean_coincide,todos_ean_erp,situacion_erp,titulo_amazon,is_active,notes
80005634,80005634,B09NQDPLW2,,5410288284361,5410288284361,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"80005634, 5410288284361, 5410288296333",Normal,,true,
90008105,90008105,B00V4PLRQG,,8435110429441,8435110429441,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"90008105, 8435110429441",Normal,,true,
111001991,111001991,B01NBTGWZT,8718696646106,8718696646106,8718696646106,Helium 10,SKU = ref ERP,SI,SI,"111001991, 8718696646106, 8718696646113",Normal,Philips 64610600 - Mastercolour cdm-t mw eco 360w/842 e40,true,
712124629,712124629,B000ONY3MO,4011377125452,4011377125452,4011377125452,Helium 10,SKU = ref ERP,SI,SI,"712124629, 4011377125452",Normal,"JUNG A590AL Tecla Simple, Duroplástico Lacado, Aluminio",true,
712177251,712177251,B000ONWSSA,,,,SIN DATO,SKU = ref ERP,SI,SIN EAN EN AMAZON,71217725101,Normal,,true,
500000044,0Q-Y9SL-SZ5H,B0053HIZ4S,4050300006789,4050300006789,4050300006789,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"500000044, 4050300006789",Normal,"OSRAM 64607 EFM 50W 8V, lámpara halógena con reflector MR16, lámpara médica, caja plegable (1 pieza)",true,
1110000535,1110000535,B0030B0M04,,8711500869708,8711500869708,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"1110000535, 8711500869708, 8711500869715",Normal,,true,
111010382,111010382,B08289X3RC,8718696813355,8718696813355,8718696813355,Helium 10,SKU con ceros,SI,SI,"111010382, 8718696813355",Normal,Corepro LEDspot 730lm GU10 840 60D,true,
111013552,111013552,B000ONUWMY,8711500013552,8711500013552,8711500013552,Helium 10,SKU = ref ERP,SI,SI,"111013552, 8711500013552",Normal,"Philips Lámpara lineal (35 W, 1-S14D, 1 casquillo, mate)",true,
111179890,111179890,B00JJRF212,,8711500179890,8711500179890,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"111179890, 8711500179890",Normal,,true,
111266696,111266696,B000KPU1VI,,8711500260796,8711500260796,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"111266696, 8711500260796",Normal,,true,
111270046,111270046,B007TF3RE0,,8711500559739,8711500559739,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"111270046, 8711500559739",Normal,,true,
111302083,111302083,B007JTCWEM,,8711500632197,8711500632197,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"111302083, 8711500632197, 8711500632203",Preferente,,true,
111302144,111302144,B00JJXX380,8711500631787,8711500631770,8711500631787,Helium 10,SKU = ref ERP,SI,SI (codigo secundario),"111302144, 8711500631770, 8711500631787",Preferente,Philips Tubo fluorescente 865 de luz diurna de 18 W T8 de 600 mm,true,
111702531,111702531,B000ONISOS,,8711500702531,8711500702531,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"111702531, 8711500702531, 8711500888372",Obsoleto,,true,
111750617,111750617,B000LXXT54,,8711500697509,8711500697509,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"111750617, 8711500697509, 8711500698391, 8711500764959",Preferente,,true,
111750648,111750648,B00ABKYMHQ,8711500697745,8711500697691,8711500697745,Helium 10,SKU = ref ERP,SI,NO — EAN no existe en ERP,"111750648, 8711500697691, 8711500698407, 8711500764997",Preferente,"Philips M286352 - Cebador fluorescente s-10 4-65w, 1 paquete con 25 uds",true,
111780836,111780836,B000UXFI9U,,8711500639585,8711500639585,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"111780836, 8711500639585, 8711500867759",Normal,,true,
1216006186,1216006186,B0DGGR95K9,,4099854235320,4099854235320,ERP,SKU = ref ERP,SI,SIN EAN EN AMAZON,"1216006186, 4099854235320",Normal,,true,
134014257,134014257,B01BU4HCCS,,8011905818197,8011905818197,ERP,SKU con ceros,SI,SIN EAN EN AMAZON,"134014257, 8011905818197",Normal,,true,
50143955,15-3SJT-8COP,B003ASOFIC,4008321378316,4008321378316,4008321378316,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50143955, 4008321378316",Normal,"OSRAM Puritec HNS 4 W G5, lámpara fluorescente, esterilización con luz ultravioleta, lámpara de desinfección con luz ultravioleta, lámpara ultravioleta, desinfección de aire, agua y superficie, caja plegable (1 pieza)",true,
1500000158,1500000158,B0CJ33V6ZY,,,,SIN DATO,SKU = ref ERP,SI,SIN EAN EN AMAZON,1500000158,Normal,,true,
18000788,18000788,B000UXFGCY,4050300591643,,4050300591643,Helium 10,SKU = ref ERP,REVISAR (SKU y EAN discrepan),NO — el EAN es de otra ref,1800078801,Normal,"Osram LUMILUX T5 HO - Lámpara fluorescente, G5 24 W/840",true,
18000805,18000805,B003H4URO0,4008321067210,,4008321067210,Helium 10,SKU = ref ERP,SI,NO — EAN no existe en ERP,1800080501,Normal,Osram lumilux t5 - Lámpara fluorescente l 13w/840 flh1,true,
18000827,18000827,B000ONJIEC,4050300010786,,4050300010786,Helium 10,SKU = ref ERP,REVISAR (SKU y EAN discrepan),NO — el EAN es de otra ref,1800082701,Normal,Osram Dulux L - Lámpara 36w/840 lumilux 2g11,true,
180008430,180008430,B000LCN5UE,,,,SIN DATO,SKU = ref ERP,SI,SIN EAN EN AMAZON,18000843001,Normal,,true,
,2C-Q8GK-62ZU,B07JZWMC6K,3282770114522,,3282770114522,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Rene Furterer Rene Okara Color Masque Pompe 200 ml - 200 ml,true,
50119051,3B-96ZV-FUPB,B000UXH7XU,4050300591520,4050300591520,4050300591520,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50119051, 4050300591520, 4050300591537",Normal,"Osram LUMILUX T5 HE - Lámpara fluorescente, 14 W/830, 20 unidades",true,
1220002388,3J-LKEM-00BN,B074H3RDTT,4058075815650,4058075815650,4058075815650,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"1220002388, 4058075815650, 4058075815667",Normal,"Osram 4058075815650 A+, bombilla LED, cristal, 6,9 W, GU10, blanco, 5,1 x 5,1 x 5,5 cm",true,
1220003905,4M-O6LK-EQ5L,B09J5GXCZ3,4058075438637,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50119070,50119070,B000N10PR4,,4050300591568,4050300591568,ERP,SKU con ceros,SI,SIN EAN EN AMAZON,"50119070, 4050300591568, 4050300591575",Normal,,true,
50154685,50154685,B08DDD6N3X,4050300486987,4050300486987,4050300486987,Helium 10,SKU con ceros,SI,SI,"50154685, 4050300486987, 4050300486994",Normal,DULUX D 26w 865 OSRAM,true,
50150700,5A-4784-CEJL,B0049OFX2S,4008321581143,4008321581143,4008321581143,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50150700, 4008321581143, 4008321581150",Normal,"Osram Lumilux - Casquillo para lámpara fluorescente, L 32W/ 840, blanco frío, circular, 2100 lm, 9000 h",true,
50119085,5H-VEKA-A52L,B000UXH8H0,4050300591582,4050300591582,4050300591582,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50119085, 4050300591582, 4050300591599",Normal,"Osram LUMILUX T5 HO - Lámpara fluorescente, G5 54 W/840, 20 unidades",true,
50105314,5O-GW8D-BLKW,B007JTAD0W,4050300517964,,4050300517964,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Osram l58840 Tubo Fluorescente, Vidrio, Blanco Frío, G13, 58 W",true,
719019533,719019533,B00UCM2BBW,,,,SIN DATO,SKU con ceros,SI,SIN EAN EN AMAZON,71901953301,Normal,,true,
80015019,80015019,B0015M0N5O,,5410288015019,5410288015019,ERP,SKU con ceros,SI,SIN EAN EN AMAZON,"80015019, 5410288015019",Normal,,true,
80670592,80670592,B09NQGB3QP,,5410288269351,5410288269351,ERP,SKU con ceros,SI,SIN EAN EN AMAZON,"80670592, 5410288269351, 5410288293677",Normal,,true,
,82-0YUW-X2KD,B000P2670U,3282779014021,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50119366,8F-4YRS-UVBW,B0018LJD12,4050300796758,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,8N-T3SG-YECB,B00KRE6K3K,3921343037386,,3921343037386,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Genuine WHIRLPOOL tipo 15 W T-click T25 nevera lámpara bombilla,true,
1220004097,91-6EOA-0ER7,B0BGQN28DV,4058075611757,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50119030,A5-A07I-21PN,B002UOIFYW,4050300591483,4050300591483,4050300591483,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50119030, 4050300591483, 4050300591490",Normal,Osram FH 28W/830,true,
50005188,AE-KEOL-N8EC,B000SLR0DG,4050300006130,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
1220004098,AJ-22NB-FIGJ,B0CBVPBY7R,4099854037498,,4099854037498,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Ledvance Tubo LED T8 Superior (EM/Mains) High Output 9.7W 1700lm – 865 luz blanca diurna | 90 cm – Repuesto para 30 W,true,
111322883,BB-LH21-YB6V,B00YQX8X6A,8711500263254,8711500263254,8711500263254,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"111322883, 8711500263254, 8711500263261",Normal,Philips Lámpara fluorescente 18 W actinic G13 BL 18 W/10 SLV/25,true,
1220002354,C5-XS43-QXBU,B073D5SMLQ,4058075027077,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50128792,CD-DALG-GQQO,B00HYYZ4LK,4008321207692,4008321207692,4008321207692,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50128792, 4008321207692, 4008321207708",Preferente,10 unidades de varillas halógenas 64701 230 W 230 V R7S Osram,true,
1220002388,D1-JHTZ-LWLS,B074H3RDTT,4058075815650,4058075815650,4058075815650,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"1220002388, 4058075815650, 4058075815667",Normal,"Osram 4058075815650 A+, bombilla LED, cristal, 6,9 W, GU10, blanco, 5,1 x 5,1 x 5,5 cm",true,
50116713,EF-SWE2-YFPT,B072LP1N2G,4050300507132,4050300507132,4050300507132,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50116713, 4050300507132",Normal,OSRAM HBO 50W AC L1 Mercury Lámpara de descarga de arco corto,true,
,F5-P8YS-SOGW,B095ZFCMZG,3282770207446,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
1009001011,FBAE7-6ZWL-WMWK,B01MU834SI,878312003619,,878312003619,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"ASPECTEK Foco de Repuesto UV para insecticida AC220, 240 V 10 W, Paquete de 2",true,
50006208,GV-F8R7-ZS1G,B007K4YIBG,4050300024264,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,H4-C5MF-ZA8D,B000P24FA4,8857177264290,,8857177264290,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Rene Furterer Triphasic Vht+ Serum - 5.5 ml (3282779244596),true,
500000054,HF-H3C9-F398,B00CLDDHZY,4050300006826,4050300006826,4050300006826,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"500000054, 4050300006826",Normal,Osram ELC lamp MR16 250w 24v GX53 3400k Halogen Light Bulb,true,
,I8-NBHB-RWOG,B08HN8DMRP,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,"Sylvania Bombilla LED estandar E27 230V 14W 827, equivalente a 100W en incandescente 1.521 lúmenes, luz cálida Toledo GlS V5 0027968 (Clase energética A+) 13W",true,
50112347,I8-UB1I-8RIU,B001ES0D5Y,4050300553900,4050300553900,4050300553900,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50112347, 4050300553900, 4050300553917",Normal,DULUX L 55W/865 2G11,true,
50905372,IF-43CB-2M38,B007K4YJ92,4050300295879,4050300295879,4050300295879,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50905372, 4050300295879, 4050300295886",Normal,OSRAM Lampe fluorescente DULUX L 55 Watts/840 Culot 2G11 4800 lm,true,
1220003529,IK-1FZ9-X3AC,B07YSN15YG,4058075292598,4058075292598,4058075292598,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"1220003529, 4058075292598, 4058075292604",Normal,"Osram Lámpara LED , Casquillo: E27 , Warm White , 2700 K , 13 W , Reemplazo por 100 W Incandescent Bulb , Mate , Parathom Classic A DIM [Clase de Eficiencia Energética A+]",true,
50143955,IO-T8HI-1QOA,B003ASOFIC,4008321378316,4008321378316,4008321378316,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50143955, 4008321378316",Normal,"OSRAM Puritec HNS 4 W G5, lámpara fluorescente, esterilización con luz ultravioleta, lámpara de desinfección con luz ultravioleta, lámpara ultravioleta, desinfección de aire, agua y superficie, caja plegable (1 pieza)",true,
50904979,JT-5IQ1-FH9R,B00HVCVE1E,4050300017617,4050300017617,4050300017617,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50904979, 4050300017617, 4050300326030",Normal,10 pcs Dulux DE 18 Watt 840 840840 4 P G24q-2 Bombillas - Osram,true,
50119268,K2-1LDO-7I81,B0018LCDZU,4050300646152,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,K8-C4QT-3EO2,B07BHKWHVZ,,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,OSRAM 64627 HLX EFP N° 1 Lamp. 100W 12V GZ6.35 Halógeno dicroico para fotografía,true,
1216005046,KJ-766V-WIGG,B0C3DNMMSP,4058075823198,4058075823198,4058075823198,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"1216005046, 4058075823198",Normal,LEDVANCE DULUX PL-C/Dulux-D D/E LED LED 9 W - 840 Blanco frío | Sustitución 13 W,true,
1220002354,L2-Y34Q-4HT7,B073D5SMLQ,4058075027077,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,N3-BL0R-GV98,B000SIDFAG,608603298772,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50118986,QX-R94Z-IYIO,B07H2YR2KL,4050300591384,4050300591384,4050300591384,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50118986, 4050300591384, 4050300591391",Preferente,FLUORESCENTE T5 14W/840 HE,true,
50905686,T2-V0RB-RIWD,B00CTB7AJW,4050300342245,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50119213,TU-C8G1-18YP,B0018LEAYM,4050300645957,4050300645957,4050300645957,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50119213, 4050300645957, 4050300645964",Normal,"Osram- Lámpara fluorescente T5 FH 21 W, 827 HE",true,
50107049,U0-38R2-GYXC,B000VG824E,405030044602,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50144006,U9-P1O2-BC4K,B003QN2JOS,4008321384935,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
500000046,UE-F14V-ZFQA,B000BN6KFA,8715693052527,,8715693052527,Helium 10,SIN MATCH,NO,SIN REF ERP,,,"Osram lighting 64627hlx - Lámpara 64627 hlx 100w 12v gz6,35 fs1",true,
111286926,UQ-CX30-KX99,B0019C8P6O,8711500635143,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
,VB-XJZS-ROI0,B08N6WWPRB,3282770140866,,3282770140866,Helium 10,SIN MATCH,NO,SIN REF ERP,,,Rene tonucia serum 75ml,true,
80001500,VY-U9KR-5OX8,B0016PO01S,5410288001500,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50905198,W4-KBBW-6BP8,B000ONJGRG,4050300018423,4050300018423,4050300018423,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50905198, 4050300018423",Obsoleto,Osram Dulux L 18W/954 Lámpara fluorescente compacta,true,
1216004903,WD-IYN2-87LT,B0CBVQR1XV,4099854038204,,,SIN DATO,SIN MATCH,NO,SIN REF ERP,,,,true,
50139033,WK-MMM3-SQ1Q,B007HIXY3S,4008321678386,4008321149671,4008321678386,Helium 10,Cruce por EAN,SOLO POR EAN,SI (codigo secundario),"50139033, 4008321149671, 4008321678386, 4008321678393",Preferente,"Osram Lámparas de Descarga de Óptima Presión Powerstar HQI-TS Excellence, MH Tecnología de Cuarzo Luminarias Cerradas, HQI-TS 150W/NDL/Excel. RX7S-24 , 1 Pieza",true,
1110000293,WL-LNTO-ORB2,B006D7LYOU,8711500618542,8711500618542,8711500618542,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"1110000293, 8711500618542, 8711500618559",Normal,Philips TUV TL 36 UV-C - Lámpara de tubo fluorescente germicida purificadora de estanque,true,
268040145,XM-8SXD-KRK1,B0051A5SCE,8727900840551,8727900840551,8727900840551,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"268040145, 8727900840551, 8727900840568",Preferente,TUBO FLUORESCENTE CIRCULAR 32W Ø30cm TRIFOSFORO 865K LUZ FRIA PHILIPS,true,
50101641,ZT-SAO6-S9FL,B0010W2EAQ,4050300442310,4050300442310,4050300442310,Helium 10,Cruce por EAN,SOLO POR EAN,SI,"50101641, 4050300442310, 4050300442327",Normal,"Osram Lamps Balasto Electrónico, Halotronic - Compact HTM, HTN, HTM 70/230-240",true,
